index,batch
2982848,45
2983073,29
2983197,40
2983251,52
2983291,6
2983305,28
2983371,47
2983653,39
2983788,5
2983847,23
2983893,13
2983923,33
2983957,13
2984152,21
2984206,4
2984239,29
2984257,36
2984755,45
2984779,42
2984784,38
2984807,15
2984905,40
2984930,39
2985003,25
2985016,52
2985273,12
2985353,51
2985415,2
2985711,5
2985737,22
2986273,41
2986352,25
2986428,55
2986459,35
2986863,27
2986919,44
2986950,11
2986965,39
2987159,43
2987240,15
2987493,26
2987678,2
2987817,6
2987876,1
2987980,26
2988150,44
2988276,41
2988352,34
2988476,11
2988757,23
2988936,44
2988964,40
2989071,47
2989185,45
2989419,18
2989528,0
2989535,14
2989829,46
2989891,38
2989976,34
2990102,1
2990291,40
2990299,15
2990301,10
2990376,12
2990410,36
2990549,24
2990570,10
2990615,13
2990659,21
2990702,21
2990777,38
2990873,31
2990894,36
2990904,6
2991118,48
2991132,3
2991149,41
2991171,7
2991248,37
2991463,41
2991568,29
2991702,25
2991808,45
2991866,28
2991915,16
2992063,16
2992294,40
2992521,37
2992623,40
2992736,52
2993013,8
2993096,30
2993102,41
2993139,16
2993353,2
2993495,27
2993566,16
2993647,35
2993675,45
2993825,50
2993827,0
2993892,17
2993905,39
2993924,14
2993941,22
2994084,47
2994303,30
2994328,39
2994329,51
2994357,4
2994601,5
2994618,33
2995028,34
2995328,13
2995368,49
2995465,23
2995511,48
2995620,14
2995755,16
2995763,19
2996203,50
2996288,54
2996486,41
2996513,23
2996572,5
2996864,34
2997014,33
2997028,20
2997169,15
2997227,20
2997317,22
2997327,27
2997461,5
2997473,25
2997494,38
2997782,20
2997924,6
2998039,47
2998093,23
2998146,3
2998167,50
2998302,12
2998464,35
2998615,49
2998649,35
2998691,22
2998807,1
2998816,42
2998940,12
2999073,42
2999099,48
2999252,25
2999261,14
2999346,36
2999417,51
2999494,45
2999593,41
2999651,54
2999710,2
2999782,29
2999929,40
2999945,20
2999999,5
