index,batch
1982848,46
1983073,30
1983197,21
1983251,52
1983291,38
1983305,26
1983371,14
1983653,42
1983788,46
1983847,31
1983893,28
1983923,32
1983957,4
1984152,22
1984206,21
1984239,8
1984257,39
1984755,25
1984779,42
1984784,10
1984807,7
1984905,34
1984930,15
1985003,18
1985016,21
1985273,40
1985353,28
1985415,45
1985711,5
1985737,4
1986273,19
1986352,27
1986428,39
1986459,16
1986863,46
1986919,43
1986950,26
1986965,34
1987159,51
1987240,2
1987493,28
1987678,48
1987817,0
1987876,26
1987980,12
1988150,2
1988276,32
1988352,53
1988476,7
1988757,23
1988936,15
1988964,20
1989071,30
1989185,22
1989419,30
1989528,30
1989535,42
1989829,6
1989891,21
1989976,35
1990102,23
1990291,32
1990299,42
1990301,0
1990376,13
1990410,29
1990549,32
1990570,41
1990615,14
1990659,9
1990702,21
1990777,54
1990873,46
1990894,54
1990904,45
1991118,16
1991132,6
1991149,47
1991171,1
1991248,27
1991463,32
1991568,17
1991702,28
1991808,51
1991866,0
1991915,31
1992063,46
1992294,0
1992521,39
1992623,51
1992736,14
1993013,23
1993096,23
1993102,51
1993139,24
1993353,46
1993495,38
1993566,23
1993647,22
1993675,16
1993825,30
1993827,2
1993892,55
1993905,38
1993924,4
1993941,9
1994084,29
1994303,28
1994328,19
1994329,35
1994357,3
1994601,18
1994618,42
1995028,36
1995328,11
1995368,51
1995465,52
1995511,31
1995620,1
1995755,13
1995763,38
1996203,24
1996288,33
1996486,16
1996513,21
1996572,22
1996864,15
1997014,31
1997028,15
1997169,50
1997227,41
1997317,20
1997327,41
1997461,33
1997473,6
1997494,10
1997782,2
1997924,0
1998039,27
1998093,48
1998146,46
1998167,23
1998302,0
1998464,49
1998615,34
1998649,54
1998691,23
1998807,1
1998816,51
1998940,47
1999073,26
1999099,50
1999252,35
1999261,29
1999346,54
1999417,32
1999494,43
1999593,26
1999651,38
1999710,51
1999782,51
1999929,26
1999945,11
1999999,22
